Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0.0,0.0,0
10.0,0.0,0,3.02,0.0,0
20.0,0.0,3,23.980392156862745,7.99,0
30.0,1.6,16,48.46,9.38,0
40.0,4.6,38,50.0,10.39,0
50.0,8.4,46,50.0,11.18,0
51.0,10.5,48,50.0,10.72,0
60.0,12.2,49,50.0,10.48,0
61.0,14.1,50,50.0,10.45,0
71.0,16.0,50,50.0,10.47,0
81.0,19.5,49,50.0,11.12,0
91.0,23.2,49,50.0,10.79,0
101.0,27.0,49,50.1,10.53,0
111.0,30.7,48,49.82142857142857,10.65,0
112.0,32.8,46,50.0,10.04,0
121.0,34.4,47,50.0,8.69,0
122.0,35.9,47,50.0,10.08,0
131.0,37.6,47,50.0,9.25,0
132.0,38.8,47,49.970588235294116,10.11,0
142.0,41.1,47,49.8235294117647,10.2,0
152.0,44.6,46,50.0,10.66,0
162.0,48.3,45,50.0,11.08,0
172.0,52.2,43,50.0,10.93,0
182.0,55.7,44,49.78260869565217,10.01,0
183.0,59.0,46,50.0,7.51,0
192.0,59.3,46,49.09375,9.85,0
193.0,61.6,46,49.0,9.94,0
202.0,62.9,49,49.0,9.4,0
203.0,63.1,49,49.734693877551024,9.69,0
213.0,66.4,50,50.0,10.48,0
223.0,69.2,50,49.88,9.99,0
233.0,72.6,48,50.05882352941177,11.03,0
243.0,75.6,48,49.86,9.07,0
253.0,78.0,50,50.0,5.05,0
254.0,78.5,50,49.78378378378378,9.33,0
263.0,80.6,50,50.0,9.04,0
264.0,81.4,50,50.0,10.6,0
274.0,83.7,50,50.0,11.62,0
284.0,87.2,50,50.0,9.92,0
294.0,90.3,50,50.0,9.18,0
304.0,93.3,50,50.0,10.81,0
305.0,96.9,49,50.0,10.09,0
314.0,97.2,48,49.77272727272727,11.02,0
315.0,99.7,41,49.333333333333336,9.88,0
324.0,99.9,41,50.130434782608695,8.67,0
325.0,99.9,40,50.0,1.39,0
