Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0.0,0.0,0
10.0,0.0,0,0.0,0.0,0
20.0,0.0,0,0.0,0.0,0
21.0,0.0,0,0.0,0.0,0
30.0,0.0,0,0.0,0.0,0
31.0,0.0,0,0.6071428571428571,0.0,0
41.0,0.0,0,3.6666666666666665,2.34,0
51.0,0.4,2,8.38,4.74,0
61.0,1.6,8,28.96078431372549,6.51,0
71.0,3.5,26,50.19607843137255,9.83,0
81.0,6.8,46,50.0,8.51,0
82.0,8.9,48,50.0,8.98,0
91.0,9.6,47,50.0,8.62,0
92.0,10.0,48,50.0,9.65,0
101.0,12.7,47,50.0,9.46,0
102.0,13.4,47,50.0,9.96,0
112.0,15.2,47,50.0,11.34,0
122.0,18.9,47,49.82,7.73,0
132.0,21.1,47,50.0,7.05,0
142.0,23.1,48,50.01960784313726,9.19,0
152.0,25.5,46,50.04347826086956,10.75,0
153.0,28.4,47,50.0,10.34,0
162.0,28.8,47,50.0,10.12,0
163.0,29.0,47,50.020833333333336,11.46,0
172.0,31.8,47,50.0,9.15,0
173.0,32.1,47,49.765957446808514,10.53,0
183.0,35.0,43,50.01960784313726,10.42,0
193.0,37.9,45,50.1,11.42,0
203.0,41.7,43,50.0,10.85,0
213.0,45.6,44,50.285714285714285,11.16,0
214.0,47.7,42,50.06666666666667,10.28,0
223.0,48.7,43,50.0,9.54,0
224.0,49.9,43,50.39393939393939,9.89,0
234.0,52.2,42,49.8235294117647,10.7,0
244.0,55.2,40,50.04,9.38,0
254.0,58.3,40,49.5531914893617,11.88,0
255.0,61.7,39,49.0,10.98,0
264.0,62.0,40,49.92,10.43,0
274.0,65.3,41,49.888888888888886,11.38,0
275.0,67.6,42,50.0,10.77,0
284.0,68.8,43,50.0,10.62,0
285.0,69.3,44,50.0,10.06,0
294.0,72.2,49,50.0,11.51,0
295.0,72.9,49,50.0,11.02,0
305.0,75.3,50,50.0,11.5,0
315.0,79.0,50,50.0,11.26,0
325.0,82.7,49,50.0,10.47,0
326.0,85.7,50,50.0,6.87,0
335.0,86.0,50,50.0,7.27,0
336.0,88.0,47,49.0,5.03,0
345.0,88.2,47,50.02857142857143,9.82,0
346.0,90.0,49,50.0,8.74,0
356.0,90.9,49,50.0,8.42,0
366.0,93.5,49,49.8,10.41,0
376.0,96.3,47,50.0,11.56,0
386.0,99.5,47,50.0,8.07,0
