Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,1.0888888888888888,2.89,0
1.0,0.5,0,9.0,2.77,0
10.0,0.6,3,16.20408163265306,2.99,0
20.0,1.4,10,19.0,2.94,0
30.0,2.3,16,19.0,2.86,0
40.0,3.0,17,19.0,2.75,0
41.0,3.2,18,20.317073170731707,2.96,0
50.0,3.8,19,24.2,2.64,0
51.0,4.1,19,27.057142857142857,2.85,0
61.0,4.6,21,30.627450980392158,2.8,0
71.0,5.4,27,32.44444444444444,2.69,0
72.0,5.8,29,33.458333333333336,2.54,0
81.0,6.1,28,34.3421052631579,2.22,0
82.0,6.5,28,34.083333333333336,1.2,0
91.0,6.6,30,35.0,1.53,0
92.0,6.8,31,34.333333333333336,1.57,0
101.0,7.0,30,33.62068965517241,1.58,0
102.0,7.3,30,34.23809523809524,1.6,0
112.0,7.5,30,32.666666666666664,1.6,0
122.0,7.9,29,29.8,1.66,0
132.0,8.3,28,32.86274509803921,1.54,0
142.0,8.7,32,32.92156862745098,1.4,0
152.0,9.0,29,31.764705882352942,1.11,0
153.0,9.1,28,29.333333333333332,1.15,0
162.0,9.3,27,28.571428571428573,1.27,0
163.0,9.4,27,28.7027027027027,1.51,0
172.0,9.7,26,28.0,1.07,0
173.0,9.7,26,27.125,1.21,0
183.0,10.1,25,27.12,1.41,0
193.0,10.4,22,29.28,1.32,0
203.0,10.8,22,28.15686274509804,1.24,0
213.0,11.1,23,28.875,1.05,0
214.0,11.2,23,29.11111111111111,1.17,0
223.0,11.4,22,28.3,1.22,0
224.0,11.6,21,27.15,1.3,0
234.0,11.8,19,27.235294117647058,1.13,0
244.0,12.1,19,25.34,1.48,0
254.0,12.4,15,25.67391304347826,1.3,0
255.0,12.8,15,28.0,1.24,0
264.0,12.8,15,25.613636363636363,1.22,0
265.0,13.1,15,25.0,1.12,0
274.0,13.1,16,24.384615384615383,1.18,0
275.0,13.2,17,23.55263157894737,1.23,0
285.0,13.5,15,24.78723404255319,1.18,0
286.0,13.8,13,25.0,1.02,0
295.0,13.8,13,24.36,1.3,0
305.0,14.1,13,24.470588235294116,1.24,0
315.0,14.4,12,25.466666666666665,1.22,0
316.0,14.6,12,25.4,1.33,0
325.0,14.8,12,23.2,1.14,0
326.0,15.1,12,22.166666666666668,1.12,0
335.0,15.1,12,21.266666666666666,1.05,0
336.0,15.4,11,21.0,1.03,0
345.0,15.4,11,20.5,1.1,0
346.0,15.4,10,19.80851063829787,1.17,0
356.0,15.8,9,19.5,1.11,0
366.0,16.1,8,20.0,1.23,0
367.0,16.3,8,20.0,1.19,0
376.0,16.4,8,20.46808510638298,1.12,0
377.0,16.7,8,22.0,1.11,0
386.0,16.7,8,21.742857142857144,1.22,0
387.0,17.0,9,21.0,1.24,0
396.0,17.1,9,21.0,1.19,0
397.0,17.2,9,21.0,1.16,0
406.0,17.4,14,21.0,1.21,0
407.0,17.5,14,20.926829268292682,1.18,0
417.0,17.7,16,22.50980392156863,1.24,0
427.0,18.1,17,22.4,1.34,0
437.0,18.4,16,21.705882352941178,1.1,0
447.0,18.7,16,21.470588235294116,1.21,0
448.0,18.9,15,21.0,1.2,0
457.0,19.0,16,21.0,1.09,0
458.0,19.1,16,19.675,1.08,0
468.0,19.3,13,16.03921568627451,1.34,0
478.0,19.7,13,16.52,1.13,0
488.0,20.0,14,16.41176470588235,1.13,0
498.0,20.3,16,17.0,1.11,0
508.0,20.6,17,15.770833333333334,1.25,0
509.0,20.9,15,15.0,0.966,0
518.0,21.0,15,15.0,0.993,0
519.0,21.0,15,15.0,1.11,0
528.0,21.3,15,15.0,1.15,0
529.0,21.4,15,14.162162162162161,1.07,0
539.0,21.6,14,13.607843137254902,1.1,0
549.0,21.9,13,13.6,1.37,0
559.0,22.2,12,13.72549019607843,1.24,0
569.0,22.6,13,12.2,1.24,0
570.0,22.9,12,12.0,1.04,0
579.0,22.9,12,12.0,1.2,0
580.0,23.2,12,12.23076923076923,1.04,0
590.0,23.3,12,12.294117647058824,1.22,0
600.0,23.6,10,12.96,1.18,0
610.0,23.9,9,13.325,1.07,0
611.0,24.2,8,13.0,1.19,0
620.0,24.2,7,13.72,1.27,0
630.0,24.5,6,15.975,1.22,0
631.0,24.8,7,16.0,1.27,0
640.0,24.9,6,15.457142857142857,1.16,0
641.0,25.1,6,15.0,1.07,0
650.0,25.2,5,15.0,1.06,0
651.0,25.2,5,14.479166666666666,1.11,0
661.0,25.5,5,14.0,1.14,0
662.0,25.8,4,14.0,1.07,0
671.0,25.9,5,14.448979591836734,1.17,0
672.0,26.2,5,16.0,0.97,0
681.0,26.2,5,16.07843137254902,1.14,0
691.0,26.5,5,16.4,1.34,0
701.0,26.8,6,17.0,1.0,0
702.0,26.9,6,16.558139534883722,1.07,0
711.0,27.2,5,16.0,1.08,0
712.0,27.2,5,16.0,1.24,0
722.0,27.5,5,15.543478260869565,1.15,0
723.0,27.8,5,15.0,1.07,0
732.0,27.8,5,15.0,1.21,0
733.0,28.1,5,14.75,1.21,0
742.0,28.2,5,15.28,1.13,0
752.0,28.5,5,16.0,1.16,0
753.0,28.7,5,16.0,1.14,0
762.0,28.8,5,16.0,1.16,0
763.0,28.9,5,16.0,1.11,0
773.0,29.1,5,16.215686274509803,1.13,0
783.0,29.5,6,15.78,1.18,0
793.0,29.8,7,17.0,1.26,0
794.0,30.0,8,17.0,1.2,0
803.0,30.1,9,17.0,1.27,0
804.0,30.4,10,16.90909090909091,1.26,0
813.0,30.5,10,15.26086956521739,1.22,0
814.0,30.7,11,14.285714285714286,1.29,0
823.0,30.8,11,14.0,1.09,0
824.0,30.9,11,14.73913043478261,1.15,0
834.0,31.2,12,15.56,1.31,0
844.0,31.5,13,16.0,1.17,0
854.0,31.8,13,14.28,1.43,0
864.0,32.2,11,13.705882352941176,1.44,0
865.0,32.5,11,13.470588235294118,1.33,0
874.0,32.6,11,13.0,1.45,0
875.0,33.0,10,13.0,1.29,0
884.0,33.0,10,13.0,1.26,0
885.0,33.0,10,12.73469387755102,1.36,0
895.0,33.3,9,11.488372093023257,1.39,0
896.0,33.7,8,10.0,1.32,0
905.0,33.7,8,10.96,1.29,0
915.0,34.1,9,10.666666666666666,1.31,0
916.0,34.4,8,10.0,1.28,0
925.0,34.4,8,9.264705882352942,1.26,0
926.0,34.7,7,9.0,1.09,0
936.0,34.8,7,9.372549019607844,1.28,0
946.0,35.1,8,10.0,1.29,0
956.0,35.4,10,9.490196078431373,1.28,0
966.0,35.8,8,9.411764705882353,1.37,0
976.0,36.2,7,11.0,1.35,0
977.0,36.5,7,11.0,1.15,0
986.0,36.5,7,11.0,1.23,0
987.0,36.5,7,11.0,1.27,0
997.0,36.9,6,11.0,1.33,0
1007.0,37.2,5,12.823529411764707,1.34,0
1017.0,37.6,5,14.86,1.25,0
1027.0,37.9,5,15.0,1.29,0
1037.0,38.3,6,15.0,1.08,0
1038.0,38.4,6,14.775,1.3,0
1047.0,38.7,5,14.0,1.09,0
1048.0,38.7,5,14.0,1.2,0
1058.0,39.0,6,14.176470588235293,1.34,0
1068.0,39.4,8,15.9,1.43,0
1078.0,39.8,11,17.0,1.4,0
1079.0,39.9,13,17.0,1.3,0
1088.0,40.1,14,17.0,1.36,0
1089.0,40.4,15,17.0,1.37,0
1098.0,40.5,15,17.0,1.36,0
1099.0,40.6,15,17.0,1.5,0
1109.0,40.9,16,17.0,1.36,0
1110.0,41.2,16,17.0,1.36,0
1119.0,41.3,16,16.209302325581394,1.39,0
1120.0,41.6,15,17.0,1.25,0
1129.0,41.7,15,15.882352941176471,1.44,0
1139.0,42.1,14,14.8,1.35,0
1140.0,42.4,14,14.1,1.35,0
1149.0,42.4,13,14.0,1.24,0
1150.0,42.5,13,14.0,1.51,0
1159.0,42.9,13,14.0,1.34,0
1160.0,42.9,13,14.0,1.48,0
1170.0,43.3,13,14.578947368421053,1.55,0
1171.0,43.6,13,15.0,1.33,0
1180.0,43.7,13,15.28888888888889,1.3,0
1181.0,44.0,13,16.0,1.57,0
1190.0,44.1,13,15.26,1.62,0
1200.0,44.4,13,14.0,1.21,0
1201.0,44.4,13,14.0,2.93,0
1210.0,44.8,13,14.0,1.39,0
1211.0,45.0,13,14.461538461538462,1.31,0
1221.0,45.2,13,13.823529411764707,1.57,0
1231.0,45.6,13,14.0,1.49,0
1241.0,46.0,14,13.058823529411764,1.48,0
1251.0,46.4,13,13.0,1.48,0
1252.0,46.8,13,13.0,1.18,0
1261.0,46.8,13,13.0,1.45,0
1262.0,46.9,13,13.0,1.54,0
1272.0,47.3,13,13.0,1.52,0
1282.0,47.7,13,13.0,1.52,0
1292.0,48.1,13,13.72549019607843,1.4,0
1302.0,48.5,15,15.0,1.38,0
1303.0,48.7,15,15.0,1.44,0
1312.0,48.8,15,15.0,1.52,0
1313.0,49.0,15,15.0,1.38,0
1322.0,49.3,15,15.0,1.6,0
1323.0,49.3,15,15.0,1.47,0
1333.0,49.7,15,15.0,1.47,0
1343.0,50.1,15,15.0,1.44,0
1353.0,50.5,13,14.0,1.43,0
1363.0,50.9,14,14.0,1.47,0
1364.0,51.1,14,14.74074074074074,1.65,0
1373.0,51.3,15,16.441176470588236,1.47,0
1374.0,51.6,14,17.9375,1.57,0
1384.0,51.8,15,18.745098039215687,1.72,0
