Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,25 kB/s,0
0.0,0.0,0,0,317 kB/s,0
0.0,0.0,0,0,619 kB/s,0
0.0,0.0,0,0,914 kB/s,0
0.0,0.0,0,0,1.23 MB/s,0
0.0,0.0,0,0,1.53 MB/s,0
0.0,0.1,0,1,1.83 MB/s,0
0.0,0.1,0,2,2.13 MB/s,0
0.0,0.1,0,2,2.43 MB/s,0
0.0,0.1,0,2,2.73 MB/s,0
0.0,0.1,0,3,2.74 MB/s,0
0.0,0.1,0,4,2.73 MB/s,0
0.0,0.2,0,4,2.73 MB/s,0
0.0,0.2,0,4,2.72 MB/s,0
0.0,0.2,0,4,2.71 MB/s,0
0.0,0.2,0,4,2.71 MB/s,0
0.0,0.2,0,4,2.71 MB/s,0
0.0,0.3,0,4,2.70 MB/s,0
0.0,0.3,0,4,2.69 MB/s,0
0.0,0.3,0,4,2.99 MB/s,0
0.0,0.3,0,4,3.00 MB/s,0
0.0,0.3,0,4,3.00 MB/s,0
0.0,0.3,0,5,2.99 MB/s,0
0.0,0.4,0,5,2.99 MB/s,0
0.0,0.4,0,6,2.97 MB/s,0
0.0,0.4,0,7,2.97 MB/s,0
0.0,0.4,0,7,2.96 MB/s,0
0.0,0.4,0,8,2.96 MB/s,0
0.0,0.5,0,9,2.96 MB/s,0
0.0,0.5,0,9,2.96 MB/s,0
0.0,0.5,0,9,2.94 MB/s,0
0.0,0.5,0,9,2.96 MB/s,0
0.0,0.5,0,10,2.96 MB/s,0
0.0,0.5,0,11,2.94 MB/s,0
10.0,0.6,3,10,2.93 MB/s,0
10.0,0.6,3,10,2.92 MB/s,0
10.0,0.6,3,11,2.91 MB/s,0
10.0,0.6,3,12,2.83 MB/s,0
10.0,0.6,3,12,2.79 MB/s,0
10.0,0.7,3,12,2.79 MB/s,0
10.0,0.7,3,12,2.77 MB/s,0
10.0,0.7,4,14,2.74 MB/s,0
10.0,0.7,4,14,2.74 MB/s,0
10.0,0.7,4,14,2.73 MB/s,0
10.0,0.8,4,14,2.74 MB/s,0
10.0,0.8,4,14,2.72 MB/s,0
10.0,0.8,4,14,2.72 MB/s,0
10.0,0.8,4,14,2.82 MB/s,0
10.0,0.8,4,14,2.78 MB/s,0
10.0,0.8,4,14,2.76 MB/s,0
10.0,0.9,4,14,2.73 MB/s,0
11.0,0.9,4,14,2.76 MB/s,0
11.0,0.9,4,14,2.76 MB/s,0
11.0,0.9,4,15,2.74 MB/s,0
11.0,0.9,4,15,2.74 MB/s,0
11.0,1.0,4,15,2.74 MB/s,0
11.0,1.0,4,15,2.72 MB/s,0
11.0,1.0,4,15,2.75 MB/s,0
11.0,1.0,4,15,2.75 MB/s,0
11.0,1.0,5,15,2.77 MB/s,0
11.0,1.0,5,15,2.75 MB/s,0
11.0,1.1,5,15,2.71 MB/s,0
11.0,1.1,5,15,2.66 MB/s,0
11.0,1.1,5,15,2.58 MB/s,0
11.0,1.1,5,17,2.49 MB/s,0
11.0,1.1,5,17,2.40 MB/s,0
11.0,1.1,6,17,2.36 MB/s,0
11.0,1.1,6,18,2.20 MB/s,0
11.0,1.1,6,18,2.10 MB/s,0
11.0,1.2,5,17,2.03 MB/s,0
11.0,1.2,5,17,1.95 MB/s,0
11.0,1.2,5,17,2.11 MB/s,0
11.0,1.2,5,17,1.94 MB/s,0
11.0,1.2,5,18,1.88 MB/s,0
11.0,1.2,5,18,1.81 MB/s,0
11.0,1.2,5,18,1.68 MB/s,0
11.0,1.2,5,19,1.64 MB/s,0
11.0,1.2,5,19,1.59 MB/s,0
11.0,1.2,5,19,1.54 MB/s,0
11.0,1.3,5,19,1.46 MB/s,0
11.0,1.3,5,19,1.44 MB/s,0
11.0,1.3,5,19,1.41 MB/s,0
