Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
10.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,0,0 kB/s,0
11.0,0.0,0,1,0 kB/s,0
11.0,0.0,0,2,0 kB/s,0
11.0,0.0,0,2,0 kB/s,0
11.0,0.0,0,2,0 kB/s,0
11.0,0.0,0,2,0 kB/s,0
11.0,0.0,0,2,0 kB/s,0
21.0,0.0,0,2,0 kB/s,0
21.0,0.0,0,3,0 kB/s,0
21.0,0.0,0,3,0 kB/s,0
21.0,0.0,0,3,0 kB/s,0
21.0,0.0,0,3,0 kB/s,0
21.0,0.0,0,3,0 kB/s,0
