Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0.0,0.0,0
1.0,0.0,0,1.8048780487804879,4.78,0
10.0,0.9,0,8.625,4.76,0
11.0,1.1,2,17.390243902439025,4.72,0
21.0,2.3,9,18.0,4.56,0
31.0,3.7,16,18.444444444444443,4.39,0
32.0,4.4,17,24.652173913043477,4.31,0
41.0,5.0,19,28.5,4.58,0
42.0,5.4,21,33.97142857142857,4.47,0
51.0,6.4,25,38.0,4.57,0
52.0,6.7,31,39.39473684210526,4.61,0
62.0,7.8,35,38.17777777777778,4.45,0
63.0,8.9,31,37.0,4.41,0
72.0,9.1,32,40.09756097560975,4.5,0
73.0,10.2,29,41.0,4.56,0
82.0,10.5,34,40.724137931034484,4.4,0
83.0,11.3,37,41.0,4.57,0
92.0,11.8,39,41.166666666666664,4.63,0
93.0,12.3,39,40.0,4.49,0
102.0,13.2,36,39.642857142857146,4.49,0
103.0,13.6,35,39.666666666666664,4.5,0
112.0,14.6,37,40.0,4.13,0
113.0,14.7,37,41.42857142857143,4.58,0
123.0,16.0,36,39.6,4.67,0
133.0,17.4,34,40.93478260869565,4.51,0
134.0,18.7,38,46.0,4.22,0
143.0,18.8,38,45.55555555555556,4.25,0
144.0,19.3,36,44.63636363636363,4.54,0
153.0,20.2,40,45.76,4.53,0
163.0,21.6,39,45.0,4.37,0
164.0,21.7,39,45.255319148936174,4.4,0
174.0,22.6,39,43.6,4.59,0
184.0,23.9,38,43.509803921568626,4.17,0
194.0,24.8,35,43.256410256410255,4.32,0
195.0,25.6,36,40.54545454545455,2.94,0
204.0,25.8,35,43.294117647058826,3.21,0
214.0,26.7,36,46.8,2.83,0
215.0,26.9,36,45.94444444444444,4.12,0
224.0,27.6,36,45.0,3.6,0
225.0,27.6,36,45.104166666666664,3.38,0
235.0,28.4,36,44.166666666666664,2.92,0
236.0,29.1,35,43.0,2.97,0
245.0,29.3,34,42.28,2.95,0
255.0,30.1,35,41.32142857142857,2.71,0
256.0,30.5,33,41.130434782608695,2.95,0
265.0,30.9,32,39.92857142857143,2.66,0
266.0,31.1,29,39.75,3.01,0
275.0,31.7,27,38.0,2.63,0
276.0,31.8,27,38.04081632653061,3.09,0
286.0,32.5,27,38.68627450980392,2.91,0
296.0,33.3,28,37.25806451612903,3.3,0
297.0,33.9,26,36.10526315789474,2.75,0
306.0,34.2,26,34.76470588235294,2.93,0
316.0,35.0,28,36.0,2.62,0
317.0,35.2,28,35.55555555555556,2.74,0
326.0,35.7,28,35.0,2.72,0
327.0,35.8,28,34.857142857142854,3.41,0
337.0,36.6,24,31.48,2.77,0
347.0,37.4,26,28.11764705882353,3.0,0
357.0,38.2,22,28.678571428571427,2.91,0
358.0,38.7,21,29.681818181818183,2.86,0
367.0,39.0,22,29.85,2.76,0
368.0,39.3,22,29.9,2.68,0
377.0,39.8,21,31.0,2.13,0
378.0,39.8,21,32.7,3.27,0
388.0,40.6,24,31.88,2.85,0
398.0,41.4,24,29.608695652173914,2.93,0
399.0,42.2,25,28.0,2.28,0
408.0,42.2,25,26.94871794871795,2.7,0
409.0,42.8,22,26.09090909090909,2.77,0
418.0,43.0,21,26.0,2.49,0
419.0,43.2,22,26.027027027027028,2.67,0
428.0,43.7,21,24.833333333333332,2.9,0
429.0,44.5,20,24.5,2.15,0
439.0,44.5,19,24.92156862745098,2.64,0
449.0,45.2,22,24.020408163265305,2.54,0
450.0,46.0,21,24.0,2.46,0
459.0,46.0,21,24.14,2.64,0
469.0,46.7,20,24.75,2.55,0
470.0,47.4,18,22.0,2.55,0
479.0,47.5,18,21.636363636363637,2.65,0
480.0,47.7,18,21.0,2.7,0
