Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
0.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,0 kB/s,0
1.0,0.0,0,0,34 kB/s,0
1.0,0.0,0,0,448 kB/s,0
1.0,0.0,0,0,943 kB/s,0
1.0,0.0,0,0,1.42 MB/s,0
1.0,0.1,0,0,1.91 MB/s,0
1.0,0.1,0,0,2.39 MB/s,0
1.0,0.1,0,0,2.87 MB/s,0
1.0,0.2,0,0,3.35 MB/s,0
1.0,0.2,0,0,3.84 MB/s,0
1.0,0.2,0,0,4.33 MB/s,0
1.0,0.2,0,0,4.37 MB/s,0
1.0,0.3,0,0,4.38 MB/s,0
1.0,0.3,0,0,4.37 MB/s,0
1.0,0.3,0,1,4.37 MB/s,0
1.0,0.4,0,1,4.35 MB/s,0
1.0,0.4,0,2,4.35 MB/s,0
1.0,0.4,0,2,4.35 MB/s,0
1.0,0.4,0,2,4.35 MB/s,0
1.0,0.5,0,2,4.32 MB/s,0
1.0,0.5,0,2,4.25 MB/s,0
1.0,0.5,0,3,4.25 MB/s,0
1.0,0.6,0,3,4.24 MB/s,0
1.0,0.6,0,4,4.22 MB/s,0
1.0,0.6,0,5,4.23 MB/s,0
1.0,0.6,0,5,4.71 MB/s,0
1.0,0.7,0,5,4.72 MB/s,0
1.0,0.7,0,6,4.23 MB/s,0
1.0,0.7,0,6,4.29 MB/s,0
1.0,0.8,0,6,4.78 MB/s,0
1.0,0.8,0,6,4.77 MB/s,0
1.0,0.8,0,6,4.75 MB/s,0
1.0,0.8,0,7,4.76 MB/s,0
10.0,0.9,0,7,4.76 MB/s,0
10.0,0.9,0,7,4.74 MB/s,0
10.0,1.0,1,8,4.74 MB/s,0
10.0,1.0,1,8,4.74 MB/s,0
10.0,1.0,1,8,4.74 MB/s,0
10.0,1.0,1,10,4.73 MB/s,0
10.0,1.1,1,10,4.73 MB/s,0
10.0,1.1,1,11,4.73 MB/s,0
11.0,1.1,2,13,4.72 MB/s,0
11.0,1.2,2,14,4.72 MB/s,0
11.0,1.2,2,14,4.71 MB/s,0
11.0,1.2,2,14,4.71 MB/s,0
11.0,1.2,2,14,4.71 MB/s,0
11.0,1.3,2,14,4.71 MB/s,0
11.0,1.3,2,15,4.65 MB/s,0
11.0,1.3,2,16,4.61 MB/s,0
11.0,1.4,2,16,4.59 MB/s,0
11.0,1.4,2,17,4.57 MB/s,0
11.0,1.4,2,17,4.59 MB/s,0
11.0,1.4,2,17,4.57 MB/s,0
11.0,1.5,2,17,4.57 MB/s,0
11.0,1.5,2,17,4.56 MB/s,0
11.0,1.5,2,18,4.51 MB/s,0
11.0,1.6,2,18,4.56 MB/s,0
11.0,1.6,2,18,4.54 MB/s,0
11.0,1.6,3,18,4.61 MB/s,0
11.0,1.6,3,18,4.60 MB/s,0
11.0,1.7,3,18,4.61 MB/s,0
11.0,1.7,3,18,4.58 MB/s,0
11.0,1.7,3,18,4.61 MB/s,0
11.0,1.8,3,19,4.60 MB/s,0
11.0,1.8,3,19,4.64 MB/s,0
11.0,1.8,3,19,4.63 MB/s,0
11.0,1.8,3,19,4.62 MB/s,0
11.0,1.9,3,19,4.53 MB/s,0
11.0,1.9,3,19,4.53 MB/s,0
11.0,1.9,3,19,4.53 MB/s,0
11.0,2.0,3,19,4.45 MB/s,0
11.0,2.0,3,19,4.40 MB/s,0
11.0,2.0,3,19,4.39 MB/s,0
11.0,2.0,3,19,4.38 MB/s,0
11.0,2.1,3,19,4.36 MB/s,0
11.0,2.1,3,18,4.33 MB/s,0
11.0,2.1,3,18,4.40 MB/s,0
11.0,2.2,3,18,4.40 MB/s,0
11.0,2.2,3,18,4.38 MB/s,0
11.0,2.2,3,18,4.24 MB/s,0
11.0,2.2,3,18,3.98 MB/s,0
