Tempo,Progresso,Peers Conectados,Peers Totais,Download,Upload
0.0,0.0,0,0.0,0.0,0
1.0,0.0,0,0.0,0.0,0
10.0,0.0,0,0.10204081632653061,0.0,0
20.0,0.0,0,4.111111111111111,0.0,0
21.0,0.0,0,12.214285714285714,0.0,0
30.0,0.0,2,13.2,0.584,0
31.0,0.0,11,22.9,1.8,0
41.0,0.3,15,42.88235294117647,2.67,0
51.0,1.2,34,50.0,4.57,0
61.0,2.7,45,50.0,4.63,0
71.0,4.4,46,50.0,4.8,0
72.0,6.0,48,50.0,4.72,0
81.0,6.1,48,49.77777777777778,4.63,0
82.0,7.0,46,49.78260869565217,4.74,0
91.0,7.8,47,50.0,4.58,0
92.0,8.0,45,49.22222222222222,4.76,0
101.0,9.5,38,50.666666666666664,4.41,0
102.0,9.6,38,50.191489361702125,4.59,0
112.0,11.2,40,50.09803921568628,4.75,0
122.0,13.0,44,49.59183673469388,4.61,0
132.0,13.9,48,49.23529411764706,2.4,0
142.0,14.7,46,48.89473684210526,2.26,0
143.0,15.0,47,49.40625,2.25,0
152.0,15.5,45,49.84615384615385,2.47,0
153.0,15.7,42,50.027027027027025,2.86,0
163.0,16.3,38,47.470588235294116,2.58,0
173.0,17.2,34,49.9,2.65,0
183.0,18.1,38,46.68,2.76,0
193.0,19.0,35,46.775,2.42,0
194.0,19.7,36,47.0,2.42,0
203.0,19.9,37,47.39393939393939,2.69,0
204.0,20.5,36,48.166666666666664,2.4,0
213.0,20.8,36,49.5,2.43,0
214.0,20.9,36,47.5,2.83,0
223.0,21.8,37,46.0,2.53,0
224.0,21.8,38,46.104166666666664,2.84,0
234.0,22.7,37,48.470588235294116,2.81,0
244.0,23.6,39,49.88,2.52,0
254.0,24.5,37,49.0,2.44,0
255.0,25.3,37,49.57142857142857,2.37,0
264.0,25.4,37,47.56,2.47,0
274.0,26.2,37,48.6551724137931,2.59,0
275.0,26.7,36,49.68181818181818,2.55,0
285.0,27.1,36,48.666666666666664,2.74,0
295.0,28.1,39,49.86,2.73,0
305.0,29.0,45,50.0,2.53,0
306.0,29.8,48,49.42857142857143,2.4,0
315.0,29.9,48,49.21621621621622,2.62,0
316.0,30.6,47,49.0,2.64,0
325.0,30.8,47,49.84313725490196,2.66,0
335.0,31.7,47,49.125,2.61,0
336.0,32.3,48,49.111111111111114,2.49,0
345.0,32.6,47,49.166666666666664,2.36,0
346.0,32.7,48,49.46666666666667,2.68,0
356.0,33.5,46,49.32,2.74,0
366.0,34.4,44,49.1,2.6,0
376.0,35.3,42,49.490196078431374,2.75,0
386.0,36.3,40,48.68,2.79,0
396.0,37.2,37,46.214285714285715,2.54,0
397.0,37.4,38,47.486486486486484,2.78,0
406.0,38.1,40,48.76923076923077,2.73,0
407.0,38.4,40,49.16216216216216,2.48,0
417.0,39.0,43,47.745098039215684,2.78,0
427.0,40.0,44,45.80434782608695,2.82,0
428.0,40.9,43,44.25,2.44,0
437.0,41.0,43,45.925925925925924,2.56,0
